Strategy,Future.ID,REGION,COMMODITY,TECHNOLOGY,EMISSION,YEAR,TIMESLICE,MODE_OF_OPERATION,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,STORAGEINTRADAY,STORAGEINTRAYEAR,UDC,AnnualFixedOperatingCost,TotalTechnologyAnnualActivity,NewCapacity,AnnualTechnologyEmission,Demand,CapitalInvestment,CapitalInvestmentStorage,AnnualVariableOperatingCost,TotalCapacityAnnual
Scenario1,0,RE1,,TRAEVSCHG001,,2048,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG001,,2049,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG001,,2050,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2021,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2022,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2023,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2024,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2025,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2026,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2027,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2028,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2029,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2030,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2031,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2032,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2033,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2034,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2035,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2036,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2037,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2038,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2039,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2040,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2041,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2042,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2043,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2044,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2045,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2046,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2047,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2048,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2049,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG002,,2050,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2021,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2022,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2023,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2024,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2025,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2026,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2027,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2028,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2029,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2030,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2031,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2032,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2033,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2034,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2035,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2036,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2037,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2038,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2039,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2040,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2041,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2042,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2043,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2044,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2045,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2046,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2047,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2048,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2049,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,TRAEVSCHG003,,2050,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2021,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2022,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2023,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2024,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2025,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2026,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2027,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2028,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2029,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2030,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2031,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2032,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2033,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2034,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2035,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2036,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2037,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2038,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2039,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2040,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2041,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2042,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2043,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2044,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2045,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2046,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2047,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2048,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2049,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHELCHTH,,2050,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2021,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2022,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2023,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2024,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2025,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2026,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2027,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2028,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2029,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2030,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2031,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2032,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2033,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2034,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2035,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2036,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2037,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2038,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2039,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2040,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2041,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2042,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2043,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2044,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2045,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2046,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2047,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2048,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2049,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHDSLHTH,,2050,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2021,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2022,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2023,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2024,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2025,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2026,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2027,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2028,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2029,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2030,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2031,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2032,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2033,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2034,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2035,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2036,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2037,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2038,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2039,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2040,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2041,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2042,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2043,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2044,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2045,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2046,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2047,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2048,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2049,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHNGSHTH,,2050,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2021,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2022,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2023,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2024,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2025,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2026,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2027,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2028,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2029,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2030,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2031,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2032,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2033,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2034,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2035,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2036,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2037,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2038,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2039,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2040,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2041,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2042,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2043,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2044,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2045,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2046,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2047,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2048,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2049,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHBIOHTH,,2050,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2021,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2022,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2023,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2024,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2025,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2026,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2027,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2028,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2029,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2030,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2031,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2032,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2033,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2034,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2035,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2036,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2037,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2038,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2039,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2040,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2041,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2042,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2043,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2044,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2045,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2046,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2047,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2048,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2049,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHCOAHTH,,2050,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2021,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2022,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2023,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2024,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2025,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2026,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2027,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2028,,,,,,,,,,,,0.0561897513952308,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2029,,,,,,,,,,,,0.00564434297311,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2030,,,,,,,,,,,,0.006183409436834,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2031,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2032,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2033,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2034,,,,,,,,,,,,0.0062875311418554,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2035,,,,,,,,,,,,0.0074305034947029,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2036,,,,,,,,,,,,0.008164088234626,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2037,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2038,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2039,,,,,,,,,,,,0.0,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2040,,,,,,,,,,,,0.0059535597441289,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2041,,,,,,,,,,,,0.0117032038985993,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2042,,,,,,,,,,,,0.0282721442818292,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2043,,,,,,,,,,,,0.0447709268204621,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2044,,,,,,,,,,,,0.018050189283066,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2045,,,,,,,,,,,,0.0198552082113725,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2046,,,,,,,,,,,,0.0218553643211177,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2047,,,,,,,,,,,,0.0240506576123014,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2048,,,,,,,,,,,,0.0264166959372438,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2049,,,,,,,,,,,,0.0290998321820238,,,,,,
Scenario1,0,RE1,,INDOTHHDGHTH,,2050,,,,,,,,,,,,0.1566113086875074,,,,,,
Scenario1,0,RE1,,INDOTHGSLMDR,,2021,,,,,,,,,,,,0.0,,,,,,
